name,rating,price,amazon_link,image_link,tdp,socket,supported_memory,core_count,thread_count,performance_core_clock,boost_clock,cache,lithography,generation
Intel Core i5-7640X 4 GHz Quad-Core Processor,N/A,348.88,https://www.amazon.com/dp/B071KMBHS8?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://m.media-amazon.com/images/I/51LYLytJQOL.jpg,112,LGA 2066,DDR4,4,4,4,4.2,6,14,Intel Kaby Lake
Intel Core i7-9700K 3.6 GHz 8-Core Processor,4.8,235.0,https://www.amazon.com/dp/B07HHN6KBZ?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/3760e89d1820da393f084e2c18a62e3b.256p.jpg,95,LGA 1151,DDR4,8,8,3.6,4.9,12,14,Intel Coffee Lake Refresh
Intel Core i9-10920X 3.5 GHz 12-Core Processor,5.0,988.88,https://www.amazon.com/dp/B07YP6Y9VY?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/f289869a9c93444d38bf7d98fcbe2407.256p.jpg,165,LGA 2066,DDR4,12,24,3.5,4.8,19.25,14,Intel Cascade Lake
Intel Core i7-13700KF 3.4 GHz 16-Core Processor,5.0,329.99,https://www.amazon.com/dp/B0BCDL7F5W?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/b2de198020c1bb1bda375064b94e60dc.256p.jpg,125,LGA 1700,DDR4,16,24,3.4,5.4,30,10,Intel Raptor Lake
AMD Phenom II X4 970 Black 3.5 GHz Quad-Core Processor,4.5,N/A,N/A,https://images-na.ssl-images-amazon.com/images/I/41%2BGx2v%2BcrL.jpg,125,AM3,DDR4,4,4,3.5,N/A,6,45,AMD K10
AMD Athlon II X4 600e 2.2 GHz Quad-Core Processor,N/A,N/A,N/A,https://images-na.ssl-images-amazon.com/images/I/41PY7vNQlzL.jpg,45,AM3,DDR4,4,4,2.2,N/A,0,45,AMD K10
Intel Core i5-7400T 2.4 GHz Quad-Core Processor,N/A,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/af30c4076a25b69d6f721172010cc0ec.256p.jpg,35,LGA 1151,DDR4,4,4,2.4,3,6,14,Intel Kaby Lake
Intel Core i3-8300 3.7 GHz Quad-Core Processor,N/A,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/5c92fd399303b10e4c5ea8015ec47f39.256p.jpg,62,LGA 1151,DDR4,4,4,3.7,N/A,8,14,Intel Coffee Lake
Intel Core i3-9300 3.7 GHz Quad-Core OEM/Tray Processor,N/A,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/f62f18577936ae8113c27a7a9c44a83e.256p.jpg,62,LGA 1151,DDR4,4,4,3.7,4.3,8,14,Intel Coffee Lake Refresh
Intel Core i7-980X Extreme Edition 3.33 GHz 6-Core Processor,5.0,153.6,https://www.amazon.com/dp/B003922WES?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://images-na.ssl-images-amazon.com/images/I/51x9NA0dbpL.jpg,130,LGA 1366,DDR4,6,12,3.33,N/A,12,32,Intel Westmere
Intel Core i3-10105 3.7 GHz Quad-Core Processor,4.8,86.43,https://www.amazon.com/dp/B092ZGRHB5?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/104690dc90e6297964380eeb9204f524.256p.jpg,65,LGA 1200,DDR4,4,8,3.7,4.4,6,14,Intel Comet Lake
Intel Core i7-13700 2.1 GHz 16-Core Processor,4.7,319.9,https://www.amazon.com/dp/B0BQ6BNY56?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/e02f59843736d101374f75d18c244a30.256p.jpg,65,LGA 1700,DDR4,16,24,2.1,5.2,30,10,Intel Raptor Lake
AMD Athlon II X3 460 3.4 GHz Triple-Core Processor,N/A,N/A,N/A,https://images-na.ssl-images-amazon.com/images/I/41XjKO8AcqL.jpg,95,AM3,DDR4,3,3,3.4,N/A,0,45,AMD K10
AMD Phenom II X4 925 2.8 GHz Quad-Core Processor,N/A,N/A,N/A,https://m.media-amazon.com/images/I/51HWyPr66UL.jpg,95,AM3,DDR4,4,4,2.8,N/A,6,45,AMD K10
Intel Core i5-7400 3 GHz Quad-Core Processor,4.3,70.0,https://www.amazon.com/dp/B01MSTDS3N?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/0c2441d24af10b2aff285308b4e32d03.256p.jpg,65,LGA 1151,DDR4,4,4,3,3.5,6,14,Intel Kaby Lake
Intel Core i7-8700 3.2 GHz 6-Core OEM/Tray Processor,5.0,440.0,https://www.amazon.com/dp/B076BMW9L5?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/0fcd072945a17e488acd2e3e5592785e.256p.jpg,65,LGA 1151,DDR4,6,12,3.2,4.6,12,14,Intel Coffee Lake
Intel Core i5-9500T 2.2 GHz 6-Core OEM/Tray Processor,N/A,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/f4137a480bf61e69b6d83e150a0afb01.256p.jpg,35,LGA 1151,DDR4,6,6,2.2,3.7,9,14,Intel Coffee Lake Refresh
AMD Athlon II X4 631 2.6 GHz Quad-Core Processor,N/A,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/945a6af1d95431a9e19ea89901fac7d2.256p.jpg,100,FM1,DDR4,4,4,2.6,N/A,0,32,AMD Lynx
AMD Ryzen 5 2600X 3.6 GHz 6-Core Processor,4.8,175.0,https://www.amazon.com/dp/B07B428V2L?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/55aea2dd64e2e3a3e3b1d678048d8d76.256p.jpg,95,AM4,DDR4,6,12,3.6,4.2,15.99,12,AMD Zen+
Intel Core i7-7740X 4.3 GHz Quad-Core Processor,5.0,99.9,https://www.amazon.com/dp/B072KTRQ9G?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://m.media-amazon.com/images/I/514q5szhFSL.jpg,112,LGA 2066,DDR4,4,8,4.3,4.5,8,14,Intel Kaby Lake
Intel Core i5-8600K 3.6 GHz 6-Core OEM/Tray Processor,N/A,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/781c3da4b04a14f5556a6bc7ad7907de.256p.jpg,95,LGA 1151,DDR4,6,6,3.6,4.3,9,14,Intel Coffee Lake
Intel Core i7-9700T 2 GHz 8-Core OEM/Tray Processor,N/A,N/A,N/A,https://m.media-amazon.com/images/I/41gKojt3OHL.jpg,35,LGA 1151,DDR4,8,8,2,4.3,12,14,Intel Coffee Lake Refresh
Intel Core i5-10500 3.1 GHz 6-Core Processor,N/A,250.87,https://www.amazon.com/dp/B0883NPQSZ?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://m.media-amazon.com/images/I/41F53BqjpJL.jpg,65,LGA 1200,DDR4,6,12,3.1,4.5,12,14,Intel Comet Lake
AMD Athlon II X2 270 3.4 GHz Dual-Core Processor,4.2,N/A,N/A,https://images-na.ssl-images-amazon.com/images/I/418v-XL-zjL.jpg,65,AM3,DDR4,2,2,3.4,N/A,0,45,AMD K10
AMD Athlon II X3 425 2.7 GHz Triple-Core OEM/Tray Processor,N/A,N/A,N/A,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,95,AM3,DDR4,3,3,2.7,N/A,0,45,AMD K10
AMD Ryzen 3 2200G 3.5 GHz Quad-Core OEM/Tray Processor,N/A,N/A,N/A,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,65,AM4,DDR4,4,4,3.5,3.7,4,14,AMD Zen
Intel Core i7-12700KF 3.6 GHz 12-Core Processor,4.9,199.0,https://www.amazon.com/dp/B09FXKHN7M?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/b69e4a2d3dd9f8fac9ed6bf1b631b0ce.256p.jpg,125,LGA 1700,DDR4,12,20,3.6,5,25,10,Intel Alder Lake
AMD Athlon II X2 215 2.7 GHz Dual-Core OEM/Tray Processor,N/A,N/A,N/A,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,65,AM3,DDR4,2,2,2.7,N/A,0,45,AMD K10
AMD Phenom II X6 1100T Black 3.3 GHz 6-Core Processor,4.2,N/A,N/A,https://images-na.ssl-images-amazon.com/images/I/51Az8R3douL.jpg,125,AM3,DDR4,6,6,3.3,N/A,6,45,AMD K10
AMD Ryzen 3 2200G 3.5 GHz Quad-Core Processor,4.8,110.0,https://www.amazon.com/dp/B079D3DBNM?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/ad2e56d88c77de3053dcc5dada363f58.256p.jpg,65,AM4,DDR4,4,4,3.5,3.7,4,14,AMD Zen
AMD Ryzen 7 7700X 4.5 GHz 8-Core Processor,4.9,269.9,https://click.linksynergy.com/deeplink?id=8BacdVP0GFs&mid=44583&murl=https%3A%2F%2Fwww.newegg.com%2Famd-ryzen-7-7700x-ryzen-7-7000-series-raphael-zen-4-socket-am5%2Fp%2FN82E16819113768,https://cdna.pcpartpicker.com/static/forever/images/product/6d3fb7600f26fb1e94e8b0c1a99e0bfa.256p.jpg,105,AM5,DDR5,8,16,4.5,5.4,32,5,AMD Zen 4
Intel Core i7-8700 3.2 GHz 6-Core Processor,4.9,145.47,https://www.amazon.com/dp/B07598HLB4?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/f3ce94aa244dd18d676b1f63f20001cd.256p.jpg,65,LGA 1151,DDR4,6,12,3.2,4.6,12,14,Intel Coffee Lake
Intel Core i7-950 3.06 GHz Quad-Core Processor,4.6,88.99,https://www.amazon.com/dp/B002A6G3V2?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://images-na.ssl-images-amazon.com/images/I/51EcAx9ZzML.jpg,130,LGA 1366,DDR4,4,8,3.06,N/A,8,45,Intel Nehalem
Intel Core i7-10700KF 3.8 GHz 8-Core Processor,4.9,212.0,https://www.amazon.com/dp/B0883NG13L?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/30a49f42fca8cbf7e1627bf13d37a6e7.256p.jpg,125,LGA 1200,DDR4,8,16,3.8,5.1,16,14,Intel Comet Lake
Intel Core i5-13600 2.7 GHz 14-Core Processor,N/A,N/A,N/A,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,65,LGA 1700,DDR4,14,20,2.7,5,24,10,Intel Raptor Lake
AMD Athlon II X3 450 3.2 GHz Triple-Core Processor,4.7,N/A,N/A,https://images-na.ssl-images-amazon.com/images/I/41X5o7vcN-L.jpg,95,AM3,DDR4,3,3,3.2,N/A,0,45,AMD K10
AMD Athlon II X4 638 2.7 GHz Quad-Core OEM/Tray Processor,N/A,N/A,N/A,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,65,FM1,DDR4,4,4,2.7,N/A,0,32,AMD Lynx
