name,rating,price,amazon_link,image_link,tdp,socket,supported_memory,core_count,thread_count,performance_core_clock,boost_clock,cache,lithography,generation
Intel Core i9-12900KS 3.4 GHz 16-Core Processor,4.6,359.1,https://www.shareasale.com/r.cfm?u=530512&b=150&m=95635&urllink=www.memoryc.com%2F40826-intel-core-i9-12900ks-lga-1700-3-40ghz-alder-lake-30mb-cache-desktop-processor-boxed.html,https://cdna.pcpartpicker.com/static/forever/images/product/b3fd483f4dc6bc63faff298cdffb41d5.256p.jpg,150,LGA 1700,DDR4,16,24,3.4,5.5,30,10,Intel Alder Lake
AMD Athlon II X2 221 2.8 GHz Dual-Core Processor,N/A,N/A,N/A,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,65,FM1,DDR4,2,2,2.8,N/A,0,32,AMD Lynx
AMD Threadripper 1950X 3.4 GHz 16-Core Processor,4.9,624.9,https://www.amazon.com/dp/B074CBH3R4?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://m.media-amazon.com/images/I/51hzN4DjiDL.jpg,180,sTR4,DDR4,16,32,3.4,4,32,14,AMD Zen
Intel Core i5-7500T 2.7 GHz Quad-Core Processor,N/A,N/A,N/A,https://images-eu.ssl-images-amazon.com/images/I/51JPrIJI7gL.jpg,35,LGA 1151,DDR4,4,4,2.7,3.3,6,14,Intel Kaby Lake
Intel Core i7-940 2.93 GHz Quad-Core Processor,4.0,149.94,https://www.amazon.com/dp/B001H5Z0XE?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://images-na.ssl-images-amazon.com/images/I/51rfJtSu6rL.jpg,130,LGA 1366,DDR4,4,8,2.93,N/A,8,45,Intel Nehalem
Intel Core i9-11900K 3.5 GHz 8-Core Processor,4.3,270.0,https://www.amazon.com/dp/B08X6PPTTH?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/eb8ef73f5460ac6ad82f634b2dcf793a.256p.jpg,125,LGA 1200,DDR4,8,16,3.5,5.3,16,14,Intel Rocket Lake
Intel Core i9-13900K 3 GHz 24-Core Processor,4.8,437.7,https://www.amazon.com/dp/B0BCF54SR1?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/ef583b00501fbe1d9df909c3ffe2b413.256p.jpg,125,LGA 1700,DDR4,24,32,3,5.8,36,10,Intel Raptor Lake
AMD Athlon II X3 440 3 GHz Triple-Core OEM/Tray Processor,5.0,N/A,N/A,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,95,AM3,DDR4,3,3,3,N/A,0,45,AMD K10
AMD Phenom II X3 705e 2.5 GHz Triple-Core Processor,N/A,N/A,N/A,https://m.media-amazon.com/images/I/41EIjRKmGVL.jpg,65,AM3,DDR4,3,3,2.5,N/A,6,45,AMD K10
AMD Ryzen 5 7600X 4.7 GHz 6-Core Processor,4.9,207.9,https://www.amazon.com/dp/B0BBJDS62N?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/fd6305088c9d16d59017b380fb9c408a.256p.jpg,105,AM5,DDR5,6,12,4.7,5.3,32,5,AMD Zen 4
Intel Core i3-7320 4.1 GHz Dual-Core OEM/Tray Processor,N/A,N/A,N/A,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,51,LGA 1151,DDR4,2,4,4.1,N/A,4,14,Intel Kaby Lake
Intel Core i7-7740X 4.3 GHz Quad-Core OEM/Tray Processor,N/A,135.0,https://www.amazon.com/dp/B073VMLJVV?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/691467fd1a461dd708186f4dc35d71c5.256p.jpg,112,LGA 2066,DDR4,4,8,4.3,4.5,8,14,Intel Kaby Lake
Intel Core i5-9600KF 3.7 GHz 6-Core OEM/Tray Processor,5.0,344.9,https://www.amazon.com/dp/B07TF7KZVT?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/a289a7b9f1db29fdb4364c09d7d012f8.256p.jpg,95,LGA 1151,DDR4,6,6,3.7,4.6,12,14,Intel Coffee Lake Refresh
Intel Core i9-9900KF 3.6 GHz 8-Core Processor,4.9,288.0,https://www.amazon.com/dp/B07MGBZWDZ?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/cd59447c1091b738d94fc8ea7b0629c6.256p.jpg,95,LGA 1151,DDR4,8,16,3.6,5,16,14,Intel Coffee Lake Refresh
Intel Core i5-10600K 4.1 GHz 6-Core Processor,N/A,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/cec5ee818776737baefc9603bdbf9391.256p.jpg,125,LGA 1200,DDR4,6,12,4.1,4.8,12,14,Intel Comet Lake
AMD Athlon II X2 220 2.8 GHz Dual-Core OEM/Tray Processor,3.0,N/A,N/A,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,65,AM3,DDR4,2,2,2.8,N/A,0,45,AMD K10
AMD Athlon II X4 635 2.9 GHz Quad-Core OEM/Tray Processor,N/A,58.02,https://www.amazon.com/dp/B0090YJ82I?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://m.media-amazon.com/images/I/515PHOORs-L.jpg,95,AM3,DDR4,4,4,2.9,N/A,0,45,AMD K10
AMD Phenom II X6 1090T Black 3.2 GHz 6-Core Processor,4.4,N/A,N/A,https://images-na.ssl-images-amazon.com/images/I/51zg42Jls6L.jpg,125,AM3,DDR4,6,6,3.2,N/A,6,45,AMD K10
AMD Ryzen 9 7900X 4.7 GHz 12-Core Processor,4.9,395.9,https://www.amazon.com/dp/B0BBJ59WJ4?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/8de723005cfc1b85071c4abf4d76bd4e.256p.jpg,170,AM5,DDR5,12,24,4.7,5.6,64,5,AMD Zen 4
Intel Core i3-8350K 4 GHz Quad-Core OEM/Tray Processor,5.0,N/A,N/A,https://images-eu.ssl-images-amazon.com/images/I/51rVnr94h7L.jpg,91,LGA 1151,DDR4,4,4,4,N/A,8,14,Intel Coffee Lake
Intel Core i7-980 3.333 GHz 6-Core Processor,5.0,349.95,https://www.amazon.com/dp/B0058FO22O?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://images-na.ssl-images-amazon.com/images/I/51gavFRmmQL.jpg,130,LGA 1366,DDR4,6,12,3.333,N/A,12,32,Intel Westmere
Intel Core i3-10325 3.9 GHz Quad-Core Processor,N/A,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/13e22d5b7111a75185affdbee13d6646.256p.jpg,65,LGA 1200,DDR4,4,8,3.9,4.7,8,14,Intel Comet Lake
Intel Core i9-11900KF 3.5 GHz 8-Core Processor,4.0,269.0,https://www.amazon.com/dp/B08X6KQSZ1?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/bf7178722382122f3fbf2e53d32e99f6.256p.jpg,125,LGA 1200,DDR4,8,16,3.5,5.3,16,14,Intel Rocket Lake
AMD Phenom II X3 720 Black 2.8 GHz Triple-Core OEM/Tray Processor,5.0,N/A,N/A,https://images-na.ssl-images-amazon.com/images/I/41upXL94npL.jpg,95,AM3,DDR4,3,3,2.8,N/A,6,45,AMD K10
AMD Phenom II X4 960T Black 3 GHz Quad-Core OEM/Tray Processor,4.0,N/A,N/A,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,95,AM3,DDR4,4,4,3,N/A,6,45,AMD K10
AMD Ryzen 7 1700X 3.4 GHz 8-Core Processor,4.0,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/590d9c982550da4f2f69490c5f9c0902.256p.jpg,95,AM4,DDR4,8,16,3.4,3.8,16,14,AMD Zen
AMD Ryzen 9 5950X 3.4 GHz 16-Core Processor,5.0,349.0,https://www.amazon.com/dp/B0815Y8J9N?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/1d7073a2deda3bd22963a7e248bbe3e4.256p.jpg,105,AM4,DDR4,16,32,3.4,4.9,64,7,AMD Zen 3
Intel Core i5-750 2.66 GHz Quad-Core Processor,4.8,60.0,https://www.amazon.com/dp/B002KQ5KDY?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/81283e72ef71a981049b8a1b7dc9c50e.256p.jpg,95,LGA 1156,DDR4,4,4,2.66,N/A,8,45,Intel Nehalem
Intel Core i7-7820X 3.6 GHz 8-Core Processor,N/A,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/d89b878886f1e1afa45aa618a95f4136.256p.jpg,140,LGA 2066,DDR4,8,16,3.6,4.5,11,14,Intel Skylake
Intel Core i7-860 2.8 GHz Quad-Core Processor,4.2,230.97,https://www.amazon.com/dp/B002KQ5KE8?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://m.media-amazon.com/images/I/51Pf-Co5+iL.jpg,95,LGA 1156,DDR4,4,8,2.8,N/A,8,45,Intel Nehalem
Intel Core i5-9600T 2.3 GHz 6-Core OEM/Tray Processor,N/A,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/f4137a480bf61e69b6d83e150a0afb01.256p.jpg,35,LGA 1151,DDR4,6,6,2.3,3.9,9,14,Intel Coffee Lake Refresh
Intel Core i9-9960X 3.1 GHz 16-Core OEM/Tray Processor,N/A,999.99,https://www.amazon.com/dp/B07LB25C9T?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/c30188135bf5f40e24fb3daa3fc225a1.256p.jpg,165,LGA 2066,DDR4,16,32,3.1,4.4,22,14,Intel Skylake
Intel Core i9-10900X 3.7 GHz 10-Core Processor,5.0,565.0,https://www.amazon.com/dp/B07YP69HTM?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/d6ea76d2a63ade5759235829a6d63697.256p.jpg,165,LGA 2066,DDR4,10,20,3.7,4.7,19.25,14,Intel Cascade Lake
Intel Core i9-12900 2.4 GHz 16-Core Processor,N/A,411.9,https://www.amazon.com/dp/B09RPF28CG?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/c709a7db2862582c1870c1b399fd7499.256p.jpg,65,LGA 1700,DDR4,16,24,2.4,5.1,30,10,Intel Alder Lake
AMD Ryzen 5 4600G 3.7 GHz 6-Core Processor,4.9,103.9,https://www.amazon.com/dp/B09Z5NH6SJ?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/29ffd579cd750d1f43cba3ba1c578d8c.256p.jpg,65,AM4,DDR4,6,12,3.7,4.2,8,7,AMD Zen 2
Intel Core i5-7400 3 GHz Quad-Core OEM/Tray Processor,N/A,119.0,https://www.amazon.com/dp/B01NAQHL1Q?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,65,LGA 1151,DDR4,4,4,3,3.5,6,14,Intel Kaby Lake
Intel Core i7-860 2.8 GHz Quad-Core OEM/Tray Processor,4.0,189.95,https://www.amazon.com/dp/B0046T11TK?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://m.media-amazon.com/images/I/41odd6ve4iL.jpg,95,LGA 1156,DDR4,4,8,2.8,N/A,8,45,Intel Nehalem
Intel Core i7-9700 3 GHz 8-Core Processor,5.0,235.0,https://www.amazon.com/dp/B07S6CRLVD?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/3760e89d1820da393f084e2c18a62e3b.256p.jpg,65,LGA 1151,DDR4,8,8,3,4.7,12,14,Intel Coffee Lake Refresh
Intel Core i9-9900X 3.5 GHz 10-Core Processor,N/A,579.99,https://www.amazon.com/dp/B07L5Q7K8N?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/9f4bab6ab3d6eac89876013f43df820e.256p.jpg,165,LGA 2066,DDR4,10,20,3.5,4.4,19.25,14,Intel Skylake
Intel Core i9-10900K 3.7 GHz 10-Core Processor,N/A,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/b501d68b041d6f48bc11c402012d59cb.256p.jpg,125,LGA 1200,DDR4,10,20,3.7,5.3,20,14,Intel Comet Lake
AMD Athlon II X2 250u 1.6 GHz Dual-Core OEM/Tray Processor,N/A,N/A,N/A,https://images-na.ssl-images-amazon.com/images/I/31HuVwlnBQL.jpg,25,AM3,DDR4,2,2,1.6,N/A,0,45,AMD K10
AMD Athlon II X4 610e 2.4 GHz Quad-Core Processor,N/A,N/A,N/A,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,45,AM3,DDR4,4,4,2.4,N/A,0,45,AMD K10
AMD Phenom II X4 975 3.6 GHz Quad-Core Processor,5.0,N/A,N/A,https://images-na.ssl-images-amazon.com/images/I/51rsvB7sGlL.jpg,125,AM3,DDR4,4,4,3.6,N/A,6,45,AMD K10
Intel Core i5-8400T 1.7 GHz 6-Core OEM/Tray Processor,N/A,139.0,https://www.amazon.com/dp/B079FYL3S2?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://images-eu.ssl-images-amazon.com/images/I/41wcBEPMK1L.jpg,35,LGA 1151,DDR4,6,6,1.7,3.3,9,14,Intel Coffee Lake
Intel Core i5-9600K 3.7 GHz 6-Core OEM/Tray Processor,N/A,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/098696533a70605843046dace582cd85.256p.jpg,95,LGA 1151,DDR4,6,6,3.7,4.6,9,14,Intel Coffee Lake Refresh
Intel Core i7-965 Extreme Edition 3.2 GHz Quad-Core Processor,N/A,N/A,N/A,https://images-na.ssl-images-amazon.com/images/I/51wo3t7KK-L.jpg,130,LGA 1366,DDR4,4,8,3.2,N/A,8,45,Intel Nehalem
Intel Core i9-13900F 2 GHz 24-Core Processor,N/A,455.2,https://www.shareasale.com/r.cfm?u=530512&b=150&m=95635&urllink=www.memoryc.com%2F42386-intel-core-i9-13900f-2-0ghz-5-6-turbo-24-core-lga-1700-desktop-processor-raptor-lake.html,https://cdna.pcpartpicker.com/static/forever/images/product/b8fab5fbdca5b7f19d806800e9d07b16.256p.jpg,65,LGA 1700,DDR4,24,32,2,5.6,36,10,Intel Raptor Lake
AMD Phenom II X4 980 Black 3.7 GHz Quad-Core OEM/Tray Processor,N/A,N/A,N/A,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,125,AM3,DDR4,4,4,3.7,N/A,6.047,45,AMD K10
AMD Ryzen 7 1800X 3.6 GHz 8-Core Processor,4.9,235.0,https://www.amazon.com/dp/B06W9JXK4G?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/a12eab97aff3815b6707805450266034.256p.jpg,95,AM4,DDR4,8,16,3.6,4,16,14,AMD Zen
Intel Core i9-7920X 2.9 GHz 12-Core OEM/Tray Processor,N/A,N/A,N/A,https://images-na.ssl-images-amazon.com/images/I/31SsklWAJzL.jpg,140,LGA 2066,DDR4,12,24,2.9,4.4,16.5,14,Intel Skylake
Intel Core i3-9100 3.6 GHz Quad-Core Processor,4.7,92.07,https://www.amazon.com/dp/B07RXW4Y2K?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/0d74fb44f832ad674549787311aafa0f.256p.jpg,65,LGA 1151,DDR4,4,4,3.6,4.2,6,14,Intel Coffee Lake Refresh
Intel Core i9-9940X 3.3 GHz 14-Core OEM/Tray Processor,N/A,998.95,https://www.amazon.com/dp/B07LB3MLBL?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/50776c69f9128aa5d614c1abbdd6eab5.256p.jpg,165,LGA 2066,DDR4,14,28,3.3,4.4,19.25,14,Intel Skylake
Intel Core i5-13600KF 3.5 GHz 14-Core Processor,4.8,211.0,https://www.amazon.com/dp/B0BCF5CZ16?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/d151778af9f52d6ab1f9475a0ae84dc0.256p.jpg,125,LGA 1700,DDR4,14,20,3.5,5.1,24,10,Intel Raptor Lake
AMD Athlon II X2 221 2.8 GHz Dual-Core OEM/Tray Processor,N/A,N/A,N/A,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,65,FM1,DDR4,2,2,2.8,N/A,0,32,AMD Lynx
AMD Threadripper 2950X 3.5 GHz 16-Core Processor,5.0,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/09734bbf8632da3f135375bbb4ea6f94.256p.jpg,180,sTR4,DDR4,16,32,3.5,4.4,32,12,AMD Zen+
Intel Core i5-760 2.8 GHz Quad-Core Processor,5.0,89.99,https://www.amazon.com/dp/B003VANRAQ?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/f7b07148337e7ce06429682d5c2c24d1.256p.jpg,95,LGA 1156,DDR4,4,4,2.8,N/A,8,45,Intel Nehalem
Intel Core i9-7980XE 2.6 GHz 18-Core Processor,4.0,906.2,https://www.amazon.com/dp/B075XRYMDR?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/ea6fb7fd04b7ce82ea8d3e1804736d1c.256p.jpg,165,LGA 2066,DDR4,18,36,2.6,4.4,24,14,Intel Skylake
Intel Core i7-870 2.93 GHz Quad-Core OEM/Tray Processor,5.0,189.95,https://www.amazon.com/dp/B004VOXG4S?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://m.media-amazon.com/images/I/41sDSImrG4S.jpg,95,LGA 1156,DDR4,4,8,2.93,N/A,8,45,Intel Nehalem
Intel Core i9-10980XE 3 GHz 18-Core Processor,N/A,815.0,https://www.amazon.com/dp/B07YP6D8RK?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/31fa050d67e7b58c6e3b5a1fbdfacf34.256p.jpg,165,LGA 2066,DDR4,18,36,3,4.8,24.75,14,Intel Cascade Lake
AMD Athlon II X2 260 3.2 GHz Dual-Core OEM/Tray Processor,N/A,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/354edccd6a72338e6ea9ae3e2c4b7ce1.256p.jpg,65,AM3,DDR4,2,2,3.2,N/A,0,45,AMD K10
AMD Athlon II X4 651 3 GHz Quad-Core Processor,4.0,N/A,N/A,https://images-na.ssl-images-amazon.com/images/I/4109K75cNWL.jpg,100,FM1,DDR4,4,4,3,N/A,0,32,AMD Lynx
AMD Phenom II X4 920 2.8 GHz Quad-Core Processor,N/A,N/A,N/A,https://m.media-amazon.com/images/I/61wmgoaUiaL.jpg,125,AM2+,DDR4,4,4,2.8,N/A,6,45,AMD K10
AMD Ryzen 7 2700 3.2 GHz 8-Core OEM/Tray Processor,N/A,N/A,N/A,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,65,AM4,DDR4,8,16,3.2,4.1,16,12,AMD Zen+
Intel Core i9-7980XE 2.6 GHz 18-Core OEM/Tray Processor,N/A,1255.0,https://www.amazon.com/dp/B078L6GSH3?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/86dc01a773c3d1f95ea91de2819a7848.256p.jpg,165,LGA 2066,DDR4,18,36,2.6,4.4,24,14,Intel Skylake
Intel Core i7-860S 2.53 GHz Quad-Core OEM/Tray Processor,N/A,N/A,N/A,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,82,LGA 1156,DDR4,4,8,2.53,N/A,8,45,Intel Nehalem
Intel Core i7-9700F 3 GHz 8-Core OEM/Tray Processor,N/A,389.95,https://www.amazon.com/dp/B07YCY3P46?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/2a54758af56063b11ceb9edee8074090.256p.jpg,65,LGA 1151,DDR4,8,8,3,4.7,12,14,Intel Coffee Lake Refresh
Intel Core i9-9960X 3.1 GHz 16-Core Processor,N/A,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/c30188135bf5f40e24fb3daa3fc225a1.256p.jpg,165,LGA 2066,DDR4,16,32,3.1,4.4,22,14,Intel Skylake
Intel Core i9-10850KA Avengers Limited Edition 3.6 GHz 10-Core Processor,N/A,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/8f204a977a78a6c02837f3352fe91d94.256p.jpg,125,LGA 1200,DDR4,10,20,3.6,5.2,20,14,Intel Comet Lake
Intel Core i5-13600K 3.5 GHz 14-Core Processor,4.8,214.0,https://www.amazon.com/dp/B0BG63WLG3?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/535b5631a223b77657804c8144c1277e.256p.jpg,125,LGA 1700,DDR4,14,20,3.5,5.1,24,10,Intel Raptor Lake
AMD Phenom II X4 955 Black 3.2 GHz Quad-Core Processor,4.5,N/A,N/A,https://images-na.ssl-images-amazon.com/images/I/414eBjgBTcL.jpg,125,AM3,DDR4,4,4,3.2,N/A,6,45,AMD K10
AMD Phenom II X4 805 2.5 GHz Quad-Core Processor,N/A,N/A,N/A,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,95,AM3,DDR4,4,4,2.5,N/A,4,45,AMD K10
AMD Ryzen 3 1200 (12nm) 3.1 GHz Quad-Core Processor,4.8,89.8,https://www.amazon.com/dp/B0741DN383?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/2718f93893c0e844d4eb23c81d86b009.256p.jpg,65,AM4,DDR4,4,4,3.1,3.4,8,12,AMD Zen+
AMD Ryzen 5 5600X 3.7 GHz 6-Core Processor,4.9,126.0,https://www.amazon.com/dp/B08166SLDF?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/3ef757133d38ac40afe75da691ba7d60.256p.jpg,65,AM4,DDR4,6,12,3.7,4.6,32,7,AMD Zen 3
Intel Core i7-7700 3.6 GHz Quad-Core OEM/Tray Processor,4.0,120.0,https://www.amazon.com/dp/B06XPBFXLG?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://m.media-amazon.com/images/I/41GKAuFuNGL.jpg,65,LGA 1151,DDR4,4,8,3.6,4.2,8,14,Intel Kaby Lake
Intel Core i5-8500T 2.1 GHz 6-Core OEM/Tray Processor,5.0,125.0,https://www.amazon.com/dp/B079G2PK7D?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://m.media-amazon.com/images/I/41wcBEPMK1L.jpg,35,LGA 1151,DDR4,6,6,2.1,3.5,9,14,Intel Coffee Lake
Intel Core i5-9600KF 3.7 GHz 6-Core Processor,4.8,170.0,https://www.amazon.com/dp/B07MQP5LNM?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/658de8a85dd1c0af16b8f020ed5bb2da.256p.jpg,95,LGA 1151,DDR4,6,6,3.7,4.6,12,14,Intel Coffee Lake Refresh
Intel Core i7-9800X 3.8 GHz 8-Core OEM/Tray Processor,N/A,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/876ed5cb8495b244ed3a4264e9e7d423.256p.jpg,165,LGA 2066,DDR4,8,16,3.8,4.5,16.5,14,Intel Skylake
Intel Core i3-12100F 3.3 GHz Quad-Core Processor,4.9,79.9,https://click.linksynergy.com/deeplink?id=8BacdVP0GFs&mid=44583&murl=https%3A%2F%2Fwww.newegg.com%2Fintel-core-i3-12100f-core-i3-12th-gen-alder-lake-lga-1700-desktop-processor%2Fp%2FN82E16819118357,https://cdna.pcpartpicker.com/static/forever/images/product/c67d8f42c0e57b268f068172e9a3f571.256p.jpg,58,LGA 1700,DDR4,4,8,3.3,4.3,12,10,Intel Alder Lake
Intel Core i9-13900T 1.1 GHz 24-Core OEM/Tray Processor,5.0,N/A,N/A,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,35,LGA 1700,DDR4,24,32,1.1,5.3,36,10,Intel Raptor Lake
AMD Athlon II X4 640 3 GHz Quad-Core OEM/Tray Processor,5.0,53.0,https://www.amazon.com/dp/B006VK73YE?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/fed605487451ec984fce040e4cca5b06.med.256p.jpg,95,AM3,DDR4,4,4,3,N/A,0,45,AMD K10
AMD Phenom II X3 720 2.8 GHz Triple-Core Processor,5.0,N/A,N/A,https://images-na.ssl-images-amazon.com/images/I/41upXL94npL.jpg,95,AM3,DDR4,3,3,2.8,N/A,6,45,AMD K10
AMD Phenom II X6 1035T 2.6 GHz 6-Core OEM/Tray Processor,5.0,N/A,N/A,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,95,AM3,DDR4,6,6,2.6,N/A,6,45,AMD K10
AMD Ryzen 7 PRO 7745 3.8 GHz 8-Core OEM/Tray Processor,N/A,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/0060e87b1c0093626f67e76793e68c41.256p.jpg,65,AM5,DDR5,8,16,3.8,5.3,32,5,AMD Zen 4
Intel Core i9-7920X 2.9 GHz 12-Core Processor,N/A,348.0,https://www.amazon.com/dp/B0756L5T93?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/b4777c982f9e93e78c9726b88618ad3a.256p.jpg,140,LGA 2066,DDR4,12,24,2.9,4.4,16.5,14,Intel Skylake
Intel Core i7-875K 2.93 GHz Quad-Core Processor,5.0,180.0,https://www.amazon.com/dp/B003LD07LU?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/27657366995fc2ffda0f5121efe94284.256p.jpg,95,LGA 1156,DDR4,4,8,2.93,N/A,8,45,Intel Nehalem
Intel Core i9-10940X 3.3 GHz 14-Core Processor,N/A,720.0,https://www.amazon.com/dp/B07YP67PFV?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/665a1e6d9fce6e709588d6546b503b73.256p.jpg,165,LGA 2066,DDR4,14,28,3.3,4.8,19.25,14,Intel Cascade Lake
AMD Phenom II X4 840 3.2 GHz Quad-Core OEM/Tray Processor,N/A,N/A,N/A,https://m.media-amazon.com/images/I/51LrUNN4lIL.jpg,95,AM3,DDR4,4,4,3.2,N/A,0,45,AMD K10
AMD Ryzen 5 3400G 3.7 GHz Quad-Core OEM/Tray Processor,N/A,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/fd7b679a51670fc1161384cf95ba464f.256p.jpg,65,AM4,DDR4,4,8,3.7,4.2,4,12,AMD Zen+
