name,rating,price,amazon_link,image_link,tdp,pcie_gen,capacity,speed_read,speed_write
ADATA ATOM 30 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,N/A,N/A,N/A,https://m.media-amazon.com/images/I/31PXN8l-AdL.jpg,10,3x4,1 TB,N/A,N/A
Fantom Drives VENOM8 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,N/A,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/9807d1ab916177dc27510c865528c038.256p.jpg,10,4x4,1 TB,N/A,N/A
TEAMGROUP Cardea II 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,N/A,N/A,N/A,https://m.media-amazon.com/images/I/31-UYjFxAVL.jpg,10,3x4,1 TB,N/A,N/A
Western Digital PC SN740 Pyrite 1 TB M.2-2230 PCIe 4.0 X4 NVME Solid State Drive,N/A,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/72cda3628b171aaf7507bb2fd614f4fa.256p.jpg,10,4x4,1 TB,N/A,N/A
Acer Predator GM7 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,N/A,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/1181de6bb1f33eb13aba4cab40a3d10c.256p.jpg,10,4x4,1 TB,N/A,N/A
V7 V7SSD1TBNV4U 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,N/A,N/A,N/A,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,10,4x4,1 TB,N/A,N/A
Fastro MS300 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,N/A,N/A,N/A,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,10,4x4,1 TB,N/A,N/A
Western Digital SN530 1.024 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,4.5,N/A,N/A,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,10,3x4,1.024 TB,N/A,N/A
Western Digital SN530 1.024 TB M.2-2242 PCIe 3.0 X4 NVME Solid State Drive,N/A,N/A,N/A,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,10,3x4,1.024 TB,N/A,N/A
Western Digital Blue SN570 2 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,4.4,220.0,https://www.amazon.com/dp/B09JM8DJNS?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/da6c2cb6e4d17032dbb3da790499b57f.256p.jpg,10,3x4,2 TB,2817,3150
Solidigm P41 Plus 2 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,4.9,140.4,https://adorama.rfvk.net/c/79301/1175784/1036?prodsku=SDKNU020TZX1&u=https%3A%2F%2Fwww.adorama.com%2Fsdknu020tzx1.html&intsrc=CATF_9102,https://cdna.pcpartpicker.com/static/forever/images/product/aafcbf420443bb76cfe6a8c174f447db.256p.jpg,10,4x4,2 TB,2838,365
Corsair MP600 PRO NH 2 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,4.3,149.9,https://www.amazon.com/dp/B0BJKWSDN8?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://m.media-amazon.com/images/I/41VVrReoNJL.jpg,10,4x4,2 TB,N/A,N/A
Samsung 970 Evo 2 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,4.9,239.5,https://www.amazon.com/dp/B07C8Y31G1?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/326881d073c1b667bd348893696c690e.256p.jpg,10,3x4,2 TB,N/A,N/A
Corsair MP600 PRO LPX 2 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,5.0,168.9,https://www.amazon.com/dp/B0BWYWN6NG?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/667a9649b7d52b5acdef269e5a6ebb91.256p.jpg,10,4x4,2 TB,N/A,N/A
Western Digital Black SN750 2 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,4.3,309.99,https://www.amazon.com/dp/B07MLVK8K5?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/0e711f3edb98f9680cc528271201d8d2.256p.jpg,10,3x4,2 TB,N/A,N/A
TEAMGROUP T-Create Classic 2 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,4.3,111.9,https://www.amazon.com/dp/B08VVTP662?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/1be90564f542f5c92986ae57c3947d07.256p.jpg,10,3x4,2 TB,N/A,N/A
PNY XLR8 CS3030 2 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,5.0,289.9,https://www.amazon.com/dp/B07QM2HD7B?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/a8a23703b2021a75e31ca15ce00b9102.256p.jpg,10,3x4,2 TB,N/A,N/A
Seagate FireCuda 510 2 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,4.0,334.5,https://www.amazon.com/dp/B07QQ95CBZ?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/a7275ed45b4e597de779768125705413.256p.jpg,10,3x4,2 TB,N/A,N/A
ADATA XPG GAMMIX S11 Pro 2 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,5.0,239.6,https://www.amazon.com/dp/B07YLDWCYV?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://images-eu.ssl-images-amazon.com/images/I/31Wj5Rc%2BJGL.jpg,10,3x4,2 TB,N/A,N/A
PNY XLR8 CS3140 w/Heatsink 2 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,5.0,624.05,https://www.amazon.com/dp/B08VRYWK7Q?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/ad677b5ac27e4e20d4b848ed35356a7c.256p.jpg,10,4x4,2 TB,N/A,N/A
Intel 760p 2 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,N/A,249.99,https://www.amazon.com/dp/B078QD7M6J?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/0b67e0dcfdf105e6e67f3a5a526effcc.256p.jpg,10,3x4,2 TB,N/A,N/A
Transcend 250H 2 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,N/A,212.1,https://www.amazon.com/dp/B0BPJZ2BBT?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://m.media-amazon.com/images/I/41OL3y5doIL.jpg,10,4x4,2 TB,N/A,N/A
TEAMGROUP T-Force Cardea Z44L 2 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,N/A,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/eecbdd8aac6a11b6518a94fd1117ae39.256p.jpg,10,4x4,2 TB,N/A,N/A
Western Digital PC SN740 Opal 2 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,N/A,N/A,N/A,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,10,4x4,2 TB,N/A,N/A
Patriot VPR100 RGB 2 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,N/A,N/A,N/A,https://m.media-amazon.com/images/I/41Ioh8W+m6L.jpg,10,3x4,2 TB,N/A,N/A
Crucial P3 Plus 4 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,4.9,232.95,https://www.amazon.com/dp/B0B25M8FXX?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/2830bf3ba317c794ccde742efe4304be.256p.jpg,10,4x4,4 TB,1781,148
Corsair MP600 PRO XT 8 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,5.0,944.9,https://www.amazon.com/dp/B0BFDKPWPR?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/30feb0d406c2b123141dfd76bd25992e.256p.jpg,10,4x4,8 TB,N/A,N/A
Sabrent Rocket 4 Plus 4 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,4.5,499.9,https://www.amazon.com/dp/B08VF99PV8?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/86b6d83bc1f68a41d8b885e21492dddf.256p.jpg,10,4x4,4 TB,2975,4543
Corsair MP600 PRO XT 4 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,5.0,405.9,https://www.amazon.com/dp/B09F5XC93H?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/30feb0d406c2b123141dfd76bd25992e.256p.jpg,10,4x4,4 TB,N/A,N/A
Corsair MP600 PRO NH 4 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,5.0,399.9,https://www.amazon.com/dp/B0BJL1FRRC?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://m.media-amazon.com/images/I/41VVrReoNJL.jpg,10,4x4,4 TB,N/A,N/A
Corsair MP600 PRO 4 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,N/A,374.9,https://www.amazon.com/dp/B0999JRTW9?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/30feb0d406c2b123141dfd76bd25992e.256p.jpg,10,4x4,4 TB,N/A,N/A
ADATA XPG GAMMIX S70 Blade 4 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,5.0,279.9,https://www.amazon.com/dp/B0B2FSKTHK?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/5a1578f5dbff7c6c5b2a6a29663d3293.256p.jpg,10,4x4,4 TB,N/A,N/A
ADATA XPG SPECTRIX S40G RGB 4 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,5.0,529.9,https://adorama.rfvk.net/c/79301/1175784/1036?prodsku=ADS40G4TTC&u=https%3A%2F%2Fwww.adorama.com%2Fads40g4ttc.html&intsrc=CATF_9102,https://cdna.pcpartpicker.com/static/forever/images/product/474abe769959b27b7cd7c61df950b02b.256p.jpg,10,3x4,4 TB,N/A,N/A
Inland Performance Plus 8 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,5.0,849.9,https://www.amazon.com/dp/B0BDZWLBS4?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://m.media-amazon.com/images/I/41bnEk-c30L.jpg,10,4x4,8 TB,N/A,N/A
Inland 1TB TD510 NVME 1 TB M.2-2280 PCIe 5.0 X4 NVME Solid State Drive,N/A,149.9,https://www.amazon.com/dp/B0C43X321L?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://m.media-amazon.com/images/I/410zqAx038L.jpg,10,5x4,1 TB,N/A,N/A
TEAMGROUP T-Force Cardea Z44Q 4 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,5.0,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/9b86546d772413b7aeb7eb59b88606cf.256p.jpg,10,4x4,4 TB,N/A,N/A
Addlink S95 8 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,N/A,905.4,https://www.amazon.com/dp/B0BN9PZSP4?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://m.media-amazon.com/images/I/41HNay0A90L.jpg,10,4x4,8 TB,N/A,N/A
Western Digital Red SN700 4 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,4.0,389.98,https://www.amazon.com/dp/B09H1M6ZRT?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,null,10,3x4,4 TB,N/A,N/A
Corsair MP600 PRO LPX 4 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,5.0,309.9,https://www.amazon.com/dp/B09Q2N9QGQ?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/667a9649b7d52b5acdef269e5a6ebb91.256p.jpg,10,4x4,4 TB,3305,4802
Western Digital WD_BLACK SN850P for PS5 4 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,4.0,337.9,https://www.amazon.com/dp/B0C48HN4Z9?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://m.media-amazon.com/images/I/31AvWWHMITL.jpg,10,4x4,4 TB,N/A,N/A
Lexar NM790 4 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,4.9,264.9,https://www.amazon.com/dp/B0C91RNCDV?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://m.media-amazon.com/images/I/21bze1LQrQL.jpg,10,4x4,4 TB,N/A,N/A
TEAMGROUP MP44 4 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,5.0,232.9,https://www.amazon.com/dp/B0C4KQ9N79?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/b7e87809a48525a1340938718110fecc.256p.jpg,10,4x4,4 TB,N/A,N/A
Inland Platinum 8 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,N/A,900.0,https://www.amazon.com/dp/B093B7GQBQ?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://m.media-amazon.com/images/I/41j6hXqWHIL.jpg,10,3x4,8 TB,N/A,N/A
Corsair MP600 PRO LPX 4 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,N/A,279.6,https://www.amazon.com/dp/B0BWYXHRKX?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/667a9649b7d52b5acdef269e5a6ebb91.256p.jpg,10,4x4,4 TB,N/A,N/A
ADATA XPG SX8100 4 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,5.0,459.99,https://www.amazon.com/dp/B08979DF1S?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://m.media-amazon.com/images/I/41i2gbE+JXS.jpg,10,3x4,4 TB,N/A,N/A
Corsair MP510 4 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,N/A,314.9,https://go.corsair.com/c/79301/497986/8513?prodsku=CSSD-F4000GBMP510&u=https%3A%2F%2Fwww.corsair.com%2Fus%2Fen%2Fp%2Fdata-storage%2FCSSD-F4000GBMP510%2Fforce-series-mp510-4tb-m-2-ssd-cssd-f4000gbmp510&intsrc=CATF_3903,https://cdna.pcpartpicker.com/static/forever/images/product/353c537be61fe06edf2d2baebaded2f3.256p.jpg,10,3x4,4 TB,N/A,N/A
