name,rating,price,amazon_link,image_link,tdp,memory,effective memory clock,core clock,boost clock,length,case expansion slot width,external power
Asus ROG STRIX Radeon RX VEGA 56 8 GB Video Card,4.7,N/A,N/A,https://m.media-amazon.com/images/I/51ZZx7-EyPL.jpg,210,8GB HBM2,800,1297,1573,298,2,2x 8-pin
Sapphire PULSE Radeon RX 5700 8 GB Video Card,4.4,N/A,N/A,https://m.media-amazon.com/images/I/41g59WV-h5L.jpg,187,8GB GDDR6,14000,1540,1750,254,2,1x 8-pin + 1x 6-pin
MSI MECH Radeon RX 5700 8 GB Video Card,5.0,N/A,N/A,https://images-eu.ssl-images-amazon.com/images/I/51hWfU2q8tL.jpg,225,8GB GDDR6,14000,1465,1725,232,2,1x 8-pin
PowerColor Fighter Radeon RX 6700 XT 12 GB Video Card,4.9,N/A,N/A,https://m.media-amazon.com/images/I/41C9yOOjM5L.jpg,230,12GB GDDR6,16000,2321,2581,228,2,1x 8-pin + 1x 6-pin
Sapphire NITRO+ Radeon RX VEGA 64 8 GB Video Card,N/A,N/A,N/A,https://m.media-amazon.com/images/I/51QxSumY0cL.jpg,295,8GB HBM2,1890,1423,1611,310,2,3x 8-pin
PowerColor Red Devil OC Radeon RX 6750 XT 12 GB Video Card,5.0,N/A,N/A,https://m.media-amazon.com/images/I/31YdJjQxGTL.jpg,250,12GB GDDR6,18000,2593,2713,320,2,2x 8-pin
ASRock Taichi X OC Radeon RX 6800 XT 16 GB Video Card,4.7,459.9,https://click.linksynergy.com/deeplink?id=8BacdVP0GFs&mid=44583&murl=https%3A%2F%2Fwww.newegg.com%2Fasrock-radeon-rx-6800-xt-rx6800xt-tcx-16go%2Fp%2FN82E16814930050,https://m.media-amazon.com/images/I/41Bz7grqn5L.jpg,300,16GB GDDR6,16000,1825,N/A,330,2,3x 8-pin
MSI Radeon RX 6900 XT GAMING Z TRIO 16G Radeon RX 6900 XT 16 GB Video Card,N/A,1215.4,https://www.amazon.com/dp/B096M7NPNP?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/753a377959fa04b4d9fb11f151845b9a.256p.jpg,300,16GB GDDR6,N/A,1825,2425,324,2,3x 8-pin
Sapphire TOXIC Limited Edition Radeon RX 6950 XT 16 GB Video Card,N/A,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/de44a9683cd520b25546ed2ed00e0455.256p.jpg,420,16GB GDDR6,N/A,1890,2532,270,2,2x 8-pin + 1x 6-pin
Gigabyte AORUS ELITE Radeon RX 7900 XTX 24 GB Video Card,4.7,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/ac15eefdc1bf8d0e2bbb46c2df65c097.256p.jpg,355,24GB GDDR6,N/A,2300,2680,335,2,3x 8-pin
