name,rating,price,amazon_link,image_link,tdp,memory,effective memory clock,core clock,boost clock,length,case expansion slot width,external power
Zotac Blower GeForce RTX 2080 8 GB Video Card,N/A,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/35e4bce0dd967471b8ad77c55528b09b.256p.jpg,215,8GB GDDR6,N/A,1515,1710,268,2,1x 8-pin + 1x 6-pin
Gainward Phoenix GeForce RTX 2080 8 GB Video Card,4.0,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/19192e72c72c202a1e2868f1ec243065.256p.jpg,215,8GB GDDR6,14000,1515,1710,292,2,1x 8-pin + 1x 6-pin
Gainward Ghost GeForce RTX 3050 8GB 8 GB Video Card,N/A,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/f205e9b8b2ae5cb3d49c9522d5317553.256p.jpg,130,8GB GDDR6,N/A,1550,1777,245,2,1x 8-pin
Gigabyte GV-N108TGAMINGOC BLACK-11GD GeForce GTX 1080 Ti 11 GB Video Card,4.7,599.0,https://www.amazon.com/dp/B074PL43GQ?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/0dcc3075c155a3a75d02331cda9309ab.256p.jpg,250,11GB GDDR5X,11010,1544,1657,280,2,1x 8-pin + 1x 6-pin
Asus STRIX AC ORIGINS GeForce GTX 1080 Ti 11 GB Video Card,N/A,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/41b72246669bd8f1701cf9a0c264ccf8.256p.jpg,250,11GB GDDR5X,11100,1594,1708,298,2,2x 8-pin
MSI GeForce RTX 2080 Ti LIGHTNING Z GeForce RTX 2080 Ti 11 GB Video Card,N/A,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/5f5291c034ccfb2f8f889c8304aeeca0.256p.jpg,300,11GB GDDR6,14000,1350,1770,328,2,3x 8-pin
EVGA XC GAMING GeForce RTX 2060 12 GB Video Card,4.0,449.0,https://www.amazon.com/dp/B09NQ99NSR?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://m.media-amazon.com/images/I/41JttgPjEOL.jpg,185,12GB GDDR6,14000,1365,1680,268,2,1x 8-pin
Inno3D AX Gaming X2W GeForce RTX 3060 12GB 12 GB Video Card,N/A,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/fa89795409ca17e1f719d05e86155b72.256p.jpg,170,12GB GDDR6,N/A,1320,1777,229,2,1x 8-pin
MSI GAMING X GeForce RTX 4060 Ti 8 GB Video Card,4.5,419.9,https://click.linksynergy.com/deeplink?id=8BacdVP0GFs&mid=44583&murl=https%3A%2F%2Fwww.newegg.com%2Fmsi-rtx-4060-ti-gaming-x-8g-nvidia-geforce-rtx-4060-ti-8gb-gddr6%2Fp%2FN82E16814137797,https://cdna.pcpartpicker.com/static/forever/images/product/91379205090d9a0120f58b3bf2248d42.256p.jpg,160,8GB GDDR6,18000,2310,N/A,247,2,1x 8-pin
Inno3D Twin X2 OC GeForce RTX 4060 8 GB Video Card,N/A,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/73ef7a7bc129cb99e0eb3e5c8f7612e7.256p.jpg,115,8GB GDDR6,N/A,1830,2490,250,2,1x 8-pin
Asus ROG STRIX GAMING OC V2 GeForce RTX 3060 Ti LHR 8 GB Video Card,4.5,499.99,https://www.amazon.com/dp/B09CC2TXG9?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/2a68f4c0042a271492dbc6f4a23b3b89.256p.jpg,200,8GB GDDR6,14000,1410,1890,318,2,2x 8-pin
PNY UPRISING GeForce RTX 3060 Ti 8 GB Video Card,N/A,640.9,https://adorama.rfvk.net/c/79301/1175784/1036?prodsku=PNVCG8DFMPB&u=https%3A%2F%2Fwww.adorama.com%2Fpnvcg8dfmpb.html&intsrc=CATF_9102,https://cdna.pcpartpicker.com/static/forever/images/product/cc01279fd806bdaef108882ee7e2c24a.256p.jpg,200,8GB GDDR6,14000,1410,1665,251,2,1x 8-pin
EVGA XC BLACK GAMING GeForce RTX 3060 Ti 8 GB Video Card,N/A,N/A,N/A,https://static/forever/img/no-image.png,200,8GB GDDR6,14000,1410,1665,202,2,1x 8-pin
Gigabyte Vision OC GeForce RTX 3070 8 GB Video Card,4.9,N/A,N/A,https://m.media-amazon.com/images/I/41D-YkcTJBS.jpg,220,8GB GDDR6,14000,1500,1815,286,2,1x 8-pin + 1x 6-pin
Zotac Twin Edge OC GeForce RTX 3070 8 GB Video Card,5.0,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/0abc7c75589767934cf471a391bf3b35.256p.jpg,220,8GB GDDR6,14000,1500,1755,232,2,2x 8-pin
Gigabyte EAGLE Rev 2.0 GeForce RTX 3070 LHR 8 GB Video Card,N/A,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/e74766d41825a0b58749e1dea2c60f22.256p.jpg,220,8GB GDDR6,14000,1500,1725,282,2,1x 8-pin + 1x 6-pin
GALAX (1-click OC) GeForce RTX 3070 LHR 8 GB Video Card,N/A,N/A,N/A,https://static/forever/img/no-image.png,220,8GB GDDR6,14000,1500,1740,254,2,2x 8-pin
MSI VENTUS 3X OC GeForce RTX 4070 Ti 12 GB Video Card,4.6,739.9,https://msi.pxf.io/c/79301/1986809/23099?prodsku=1570&u=https%3A%2F%2Fus-store.msi.com%2FGraphics-Cards%2FNVIDIA-GPU%2FGeForce-RTX-4070-Ti-VENTUS-3X-12G-OC&intsrc=CATF_16410,https://m.media-amazon.com/images/I/418KXdyPSdL.jpg,285,12GB GDDR6X,N/A,2310,2655,308,2,1x 16-pin
PNY XLR8 Gaming VERTO EPIC-X RGB GeForce RTX 4070 12 GB Video Card,N/A,499.0,https://goto.walmart.com/c/79301/568844/9383?veh=aff&sourceid=imp_000011112222333344&u=https%3A%2F%2Fwww.walmart.com%2Fip%2F1396859462,https://m.media-amazon.com/images/I/414Hmf7LFVL.jpg,200,12GB GDDR6X,N/A,1920,2475,305,2,1x 8-pin
GALAX EX Gamer Pink GeForce RTX 4070 12 GB Video Card,N/A,N/A,N/A,https://static/forever/img/no-image.png,200,12GB GDDR6X,N/A,1920,2550,323,2,1x 8-pin
MSI GeForce RTX 3080 VENTUS 3X 10G OC GeForce RTX 3080 10GB 10 GB Video Card,4.9,799.0,https://www.amazon.com/dp/B08HR5SXPS?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/b4c1da032bd8b99e3c828a9f2726b264.256p.jpg,320,10GB GDDR6X,N/A,1440,N/A,305,2,2x 8-pin
Asus ROG STRIX WHITE OC V2 GeForce RTX 3080 10GB LHR 10 GB Video Card,N/A,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/571db55a22fe134a43422fa8835ff75a.256p.jpg,320,10GB GDDR6X,19000,1440,1740,318,2,3x 8-pin
Zotac AMP Extreme Holo GeForce RTX 3080 Ti 12 GB Video Card,N/A,1039.0,https://www.amazon.com/dp/B09KVLCW4W?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://m.media-amazon.com/images/I/31QNt4LGrML.jpg,400,12GB GDDR6X,N/A,1365,1785,356,2,3x 8-pin
Gigabyte AORUS MASTER GeForce RTX 3080 12GB LHR 12 GB Video Card,5.0,2145.75,https://www.amazon.com/dp/B09SBQCX14?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://m.media-amazon.com/images/I/41H6MPbWh4L.jpg,350,12GB GDDR6X,19000,1260,1830,319,2,3x 8-pin
GALAX SG (1-Click OC) GeForce RTX 3080 12GB LHR 12 GB Video Card,N/A,N/A,N/A,https://static/forever/img/no-image.png,350,12GB GDDR6X,N/A,1260,1755,317,2,2x 8-pin
Gigabyte GAMING OC GeForce RTX 3090 24 GB Video Card,4.8,1429.99,https://www.amazon.com/dp/B08HJRF2CN?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/e974ec8aee2499a0e03956c459a36e3d.256p.jpg,350,24GB GDDR6X,19500,1395,1755,320,2,2x 8-pin
Asus ROG STRIX GUNDAM EDITION GeForce RTX 3090 24 GB Video Card,N/A,N/A,N/A,https://static/forever/img/no-image.png,350,24GB GDDR6X,19500,1395,1890,318,3,3x 8-pin
Asus TUF GAMING OC GeForce RTX 4080 16 GB Video Card,5.0,1289.0,https://www.amazon.com/dp/B0BLGQHS53?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/dd49ee66863b7b02f3edff445066ff35.256p.jpg,320,16GB GDDR6X,22400,2205,2625,348,2,1x 16-pin
GALAX ST (1-Click OC) GeForce RTX 4080 16 GB Video Card,N/A,N/A,N/A,https://static/forever/img/no-image.png,320,16GB GDDR6X,N/A,2205,2520,352,4,1x 16-pin
KFA2 ST V2 (1-Click OC) GeForce RTX 4090 24 GB Video Card,N/A,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/9d55e665014c019fe9ac6c2978d68d11.256p.jpg,450,24GB GDDR6X,21000,2235,2535,352,4,1x 16-pin
MSI ARMOR OC Radeon RX 580 4 GB Video Card,4.7,349.99,https://www.amazon.com/dp/B06XZZ93FQ?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://m.media-amazon.com/images/I/51gsD1e2deL.jpg,185,4GB GDDR5,7000,1257,1366,269,2,1x 8-pin
ASRock Challenger D OC Radeon RX 5500 XT 8 GB Video Card,4.5,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/1e6ad93fd3922109f95a4227ee558771.256p.jpg,130,8GB GDDR6,14000,1685,1845,241,2,1x 8-pin
MSI MECH Radeon RX 5600 XT 6 GB Video Card,N/A,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/a21fa8a56f1fb4e36dc93b9d75bfc51b.256p.jpg,150,6GB GDDR6,12000,1130,1560,231,2,1x 8-pin
MSI Radeon RX 6600 XT MECH 2X 8G OCV1 Radeon RX 6600 XT 8 GB Video Card,N/A,299.0,https://www.amazon.com/dp/B09MRRFWT2?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/59ad0e463c3f8c0cbb26128a67b82290.256p.jpg,160,8GB GDDR6,N/A,1968,2602,215,2,1x 8-pin
Asus ROG STRIX GAMING OC V2 Radeon RX 6650 XT 8 GB Video Card,5.0,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/c676d9e47074ba051eaa888248e6466b.256p.jpg,180,8GB GDDR6,N/A,2055,2694,243,2,1x 8-pin
PowerColor AXRX 580 8GBD5-3DHDV2/OC Radeon RX 580 8 GB Video Card,4.3,N/A,N/A,https://images-fe.ssl-images-amazon.com/images/I/41EP-IZBBmL.jpg,185,8GB GDDR5,8000,1257,1350,255,2,1x 8-pin
VisionTek OC Limited Edition Radeon RX 590 8 GB Video Card,N/A,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/e57a5cd3bca08d13ef3bd1b9d99461a1.256p.jpg,225,8GB GDDR5,8000,1469,1600,270,2,1x 8-pin + 1x 6-pin
Asus TUF Gaming X3 EVO OC Radeon RX 5700 XT 8 GB Video Card,5.0,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/366429d9c111a7cdc7ead53c59268bcb.256p.jpg,225,8GB GDDR6,14000,1605,1980,283,2,1x 8-pin + 1x 6-pin
ASRock Radeon RX 5700 XT 8G Radeon RX 5700 XT 8 GB Video Card,5.0,N/A,N/A,https://images-eu.ssl-images-amazon.com/images/I/41DaJyYiMiL.jpg,225,8GB GDDR6,14000,1605,1905,285,2,1x 8-pin + 1x 6-pin
ASRock Challenger D OC Radeon RX 6700 XT 12 GB Video Card,4.8,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/243c3627b1a8e6bb1dae7727a0885b11.256p.jpg,230,12GB GDDR6,N/A,2330,2615,269,2,2x 8-pin
Asus AREZ STRIX OC Edition Radeon RX VEGA 64 8 GB Video Card,4.6,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/d412ac436dfeb8e866bb9ad04f3490ce.256p.jpg,295,8GB HBM2,945,1247,1590,298,2,2x 8-pin
MSI MECH 2X OC Radeon RX 6750 XT 12 GB Video Card,4.2,379.9,https://msi.pxf.io/c/79301/1986809/23099?prodsku=1272&u=https%3A%2F%2Fus-store.msi.com%2FRadeon-RX-6750-XT-Mech-2X-12G-OC&intsrc=CATF_16410,https://cdna.pcpartpicker.com/static/forever/images/product/6802f9b8a00e475459081f54a2c645ab.256p.jpg,250,12GB GDDR6,N/A,2150,2618,249,2,2x 8-pin
AMD 100-438378 Radeon RX 6800 16 GB Video Card,4.6,N/A,N/A,https://static/forever/img/no-image.png,250,16GB GDDR6,16000,1700,2105,267,2,2x 8-pin
PowerColor Red Devil Ultimate Radeon RX 6900 XT 16 GB Video Card,4.8,1499.99,https://www.amazon.com/dp/B09258PCFS?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/ba06bf8b8851b8161570303ab40b8e38.256p.jpg,300,16GB GDDR6,16000,1825,2425,320,2,3x 8-pin
Asus TUF GAMING OC Radeon RX 6950 XT 16 GB Video Card,4.0,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/9e9f1ce688bab35c2e5aff1451bc7ca0.256p.jpg,335,16GB GDDR6,N/A,1890,2324,320,2,2x 8-pin
PowerColor Hellhound Spectral Radeon RX 7900 XTX 24 GB Video Card,4.5,999.9,https://www.amazon.com/dp/B0C1Z7HG27?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/2edd7d3c1c0e9b8b1da58242a223816f.256p.jpg,355,24GB GDDR6,20000,2300,2525,338,3,2x 8-pin
Zotac ZT-P10500E-10L GeForce GTX 1050 2 GB Video Card,N/A,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/624f354efe45d660776719fa0a4aaecc.256p.jpg,75,2GB GDDR5,7000,1354,1455,160,2,None
Zotac AMP GeForce GTX 1060 3GB 3 GB Video Card,N/A,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/0ab90a5887488b67bfd8d8b2eac73d7e.256p.jpg,120,3GB GDDR5,8000,1582,1797,206,2,1x 6-pin
Asus GTX1050TI-O4G-LP-BRK GeForce GTX 1050 Ti 4 GB Video Card,N/A,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/adfb1170410955d87e27f17e03edf6b2.256p.jpg,75,4GB GDDR5,7008,1303,1442,182,2,None
EVGA SC ULTRA GAMING GeForce GTX 1650 G5 4 GB Video Card,4.8,264.99,https://www.amazon.com/dp/B07RT744F8?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/b8c6ad04f311499b2d31a3dd1cab943f.256p.jpg,75,4GB GDDR5,8000,1485,1860,202,2,1x 6-pin
Asus Phoenix EVO GeForce GTX 1650 G6 4 GB Video Card,N/A,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/2feb76ecb6bf4e41d4906ae844296e98.256p.jpg,75,4GB GDDR6,N/A,1410,1620,197,2,1x 6-pin
MSI VENTUS XS OC GeForce GTX 1660 Ti 6 GB Video Card,4.6,224.46,https://www.amazon.com/dp/B07N824KNV?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://m.media-amazon.com/images/I/51Lasfm+JYL.jpg,120,6GB GDDR6,12000,1500,1830,204,2,1x 8-pin
Inno3D Twin X2 GeForce GTX 1660 Ti 6 GB Video Card,4.0,N/A,N/A,https://images-eu.ssl-images-amazon.com/images/I/51zP3mQy4FL.jpg,120,6GB GDDR6,12000,1500,1770,196,2,1x 8-pin
MSI VENTUS XS OC GeForce RTX 2060 6 GB Video Card,4.2,549.99,https://www.amazon.com/dp/B07PBLD2MX?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/e47a05a8ceae045058cbe69993577f74.256p.jpg,160,6GB GDDR6,14000,1365,1710,205,2,1x 8-pin
PNY XLR8 Gaming Overclocked Edition GeForce RTX 2060 6 GB Video Card,5.0,N/A,N/A,https://images-eu.ssl-images-amazon.com/images/I/412DLYfPbVL.jpg,160,6GB GDDR6,14000,1365,1725,168,2,1x 8-pin
Zotac AMP GeForce GTX 1070 8 GB Video Card,4.8,N/A,N/A,https://images-na.ssl-images-amazon.com/images/I/41lUaRDSFYL.jpg,220,8GB GDDR5,8000,1607,1797,300,2,2x 8-pin
Palit Dual GeForce GTX 1070 8 GB Video Card,4.0,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/98d90098815154f46310eb67a9d85c2b.256p.jpg,150,8GB GDDR5,8000,1506,1683,252,2,1x 8-pin
Gainward Founders Edition GeForce GTX 1070 8 GB Video Card,N/A,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/fced954a33a623b679434cf3b6a456ad.256p.jpg,150,8GB GDDR5,8000,1506,1683,267,2,1x 8-pin
be quiet! Pure Loop 280 Liquid CPU Cooler,4.2,115.8,https://click.linksynergy.com/deeplink?id=8BacdVP0GFs&mid=44583&murl=https%3A%2F%2Fwww.newegg.com%2Fbe-quiet-pure-loop-280mm%2Fp%2F2YM-0069-00003%3Fitem%3D9SIA68VBZU7732,null,N/A,N/A N/A,N/A,N/A,N/A,N/A,N/A,N/A
MSI ARMOR OC GeForce GTX 1080 8 GB Video Card,4.8,598.0,https://www.amazon.com/dp/B01GXOWUDQ?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://m.media-amazon.com/images/I/4121D0bF7+L.jpg,180,8GB GDDR5X,10010,1657,1797,279,2,1x 8-pin + 1x 6-pin
Gigabyte Founders Edition GeForce GTX 1080 8 GB Video Card,5.0,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/fa3b772de5af62a0f5a61e8cbc529abf.256p.jpg,180,8GB GDDR5X,10000,1607,1733,267,2,1x 8-pin
Inno3D iChill GeForce GTX 1080 8 GB Video Card,N/A,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/443908f48d86dfda2bcdf5e4b1e484e3.256p.jpg,180,8GB GDDR5X,10400,1733,1873,303,2,1x 8-pin + 1x 6-pin
Gigabyte WINDFORCE 2X GeForce RTX 2070 8 GB Video Card,4.5,N/A,N/A,https://m.media-amazon.com/images/I/41+IypPhKJL.jpg,185,8GB GDDR6,14000,1410,1620,265,2,1x 8-pin
Palit GameRock GeForce RTX 2070 SUPER 8 GB Video Card,N/A,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/4d15c17b77eb642aa879ed8fccd9ef00.256p.jpg,215,8GB GDDR6,14000,1605,1770,292,2,2x 8-pin
Asus Turbo EVO GeForce RTX 2080 SUPER 8 GB Video Card,4.0,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/b8508e5709d311d1005fc4d9fcfde1a1.256p.jpg,250,8GB GDDR6,15500,1650,1845,268,2,2x 8-pin
Gigabyte TURBO GeForce RTX 2080 SUPER 8 GB Video Card,5.0,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/ba4a156b5dd628448bd48274cb234dc4.256p.jpg,250,8GB GDDR6,15500,1650,1815,272,2,1x 8-pin + 1x 6-pin
Inno3D JET GeForce RTX 2080 SUPER 8 GB Video Card,N/A,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/bc6f9a961f3eb8d7644dffd7beb4ccf2.256p.jpg,250,8GB GDDR6,15500,1650,1815,268,2,1x 8-pin + 1x 6-pin
MSI GAMING GeForce RTX 3050 8GB 8 GB Video Card,N/A,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/4f4bc8d4a81ce3a39e4ea4d2c5d174b2.256p.jpg,130,8GB GDDR6,N/A,1550,N/A,278,2,1x 8-pin
EVGA Gaming iCX GeForce GTX 1080 Ti 11 GB Video Card,4.9,999.9,https://www.amazon.com/dp/B06Y15DWXR?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/9f0a144768655270f103f3f371ab38f6.256p.jpg,250,11GB GDDR5X,11016,1569,1683,300,2,2x 8-pin
Palit Founders Edition GeForce GTX 1080 Ti 11 GB Video Card,5.0,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/7b123ab0c0d0be5e036bc3ed9bdb743a.256p.jpg,250,11GB GDDR5X,11010,1480,1582,267,2,1x 8-pin + 1x 6-pin
Asus DUAL OC GeForce RTX 2080 Ti 11 GB Video Card,5.0,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/ac258e91ab290647c5ddd3b682e4c3b1.256p.jpg,250,11GB GDDR6,N/A,1350,N/A,268,2,2x 8-pin
Palit X GeForce RTX 2080 Ti 11 GB Video Card,N/A,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/dadd16ccfc224e830f82c7720198707c.256p.jpg,250,11GB GDDR6,14000,1350,1545,269,2,2x 8-pin
MSI GAMING X TRIO GeForce RTX 3060 12GB 12 GB Video Card,4.7,549.99,https://www.amazon.com/dp/B08WT47L8B?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/797faba950c125abd8f813880abd0368.256p.jpg,170,12GB GDDR6,15000,1320,1852,323,2,2x 8-pin
Zotac GAMING Twin Edge GeForce RTX 4060 Ti 8 GB Video Card,5.0,379.9,https://click.linksynergy.com/deeplink?id=8BacdVP0GFs&mid=44583&murl=https%3A%2F%2Fwww.newegg.com%2Fzotac-twin-edge-zt-d40610e-10m-nvidia-geforce-rtx-4060-ti-8gb-gddr6%2Fp%2FN82E16814500555,https://cdna.pcpartpicker.com/static/forever/images/product/7949762678f2ef135902f16710c29af5.256p.jpg,160,8GB GDDR6,18000,2310,2535,226,2,1x 8-pin
MSI VENTUS 2X BLACK GeForce RTX 4060 Ti 8 GB Video Card,N/A,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/5b5c51ea79dd931c96313196613b5123.256p.jpg,160,8GB GDDR6,18000,2310,N/A,199,2,1x 8-pin
Gigabyte WINDFORCE OC GeForce RTX 3060 Ti LHR 8 GB Video Card,N/A,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/5f55b039f807585a3e511c65fecda8e1.256p.jpg,200,8GB GDDR6,14000,1665,1680,198,2,1x 8-pin
Gigabyte GAMING OC PRO Rev 3.0 GeForce RTX 3060 Ti LHR 8 GB Video Card,5.0,422.87,https://www.amazon.com/dp/B098PJNWKD?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://m.media-amazon.com/images/I/41u39BtEipS.jpg,200,8GB GDDR6,14000,1410,1770,281,2,1x 8-pin + 1x 6-pin
Palit GamingPro OC GeForce RTX 3060 Ti LHR 8 GB Video Card,N/A,N/A,N/A,https://m.media-amazon.com/images/I/41oPXFgqrcL.jpg,240,8GB GDDR6,14000,1410,1800,294,2,2x 8-pin
Asus DUAL GeForce RTX 3070 8 GB Video Card,5.0,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/142f29a6ab0ce2019863d6bf22a64ace.256p.jpg,220,8GB GDDR6,14000,1500,1755,267,2,2x 8-pin
MSI GAMING TRIO GeForce RTX 3070 8 GB Video Card,N/A,N/A,N/A,https://m.media-amazon.com/images/I/41nHFEB9R+S.jpg,240,8GB GDDR6,14000,1500,1770,323,2,2x 8-pin
Inno3D Twin X2 GeForce RTX 3070 8 GB Video Card,N/A,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/f619e1f2284e05bc9492a225a41cc497.256p.jpg,220,8GB GDDR6,14000,1500,1725,240,2,2x 8-pin
Gigabyte AERO OC GeForce RTX 4070 12 GB Video Card,4.9,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/1ffdbe8d43d92fbd6f4c3d0c707a2d77.256p.jpg,200,12GB GDDR6X,N/A,1920,2565,300,2,1x 16-pin
Zotac GAMING AMP AIRO GeForce RTX 4070 12 GB Video Card,5.0,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/0be373228faf9a86157d7f738dd7fda2.256p.jpg,215,12GB GDDR6X,N/A,1920,2535,308,2,1x 16-pin
Palit GameRock GeForce RTX 3080 10GB 10 GB Video Card,N/A,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/c2de3b108cf83a6c7d46b65665f124ad.256p.jpg,340,10GB GDDR6X,19000,1440,1755,304,2,3x 8-pin
MSI SUPRIM SE GeForce RTX 3080 10GB LHR 10 GB Video Card,N/A,N/A,N/A,https://static/forever/img/no-image.png,370,10GB GDDR6X,19000,1440,1770,336,2,3x 8-pin
EVGA XC3 ULTRA GAMING GeForce RTX 3080 12GB LHR 12 GB Video Card,4.5,969.99,https://www.amazon.com/dp/B09QL5BRZH?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://m.media-amazon.com/images/I/41IqfL1qJUL.jpg,350,12GB GDDR6X,N/A,1260,1755,285,2,2x 8-pin
GALAX EX Gamer White (1-Click OC) GeForce RTX 3080 12GB LHR 12 GB Video Card,N/A,N/A,N/A,https://static/forever/img/no-image.png,350,12GB GDDR6X,N/A,1260,1770,316,2,2x 8-pin
Gigabyte EAGLE OC GeForce RTX 3090 24 GB Video Card,N/A,N/A,N/A,https://m.media-amazon.com/images/I/416LomNwdjL.jpg,350,24GB GDDR6X,19500,1395,1725,320,2,2x 8-pin
Asus ROG STRIX GAMING OC GeForce RTX 4080 16 GB Video Card,4.7,1539.0,https://www.amazon.com/dp/B0BSVMDYP6?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://cdna.pcpartpicker.com/static/forever/images/product/2e0b34cae7a8cbe5f1d5a2cd8b99795a.256p.jpg,320,16GB GDDR6X,N/A,2205,2655,358,2,1x 16-pin
Colorful iGame Neptune OC-V GeForce RTX 4080 16 GB Video Card,N/A,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/22427682b0881525d0b1c7fe088c7cc4.256p.jpg,320,16GB GDDR6X,N/A,2205,2640,254,2,1x 16-pin
MSI SUPRIM GeForce RTX 4090 24 GB Video Card,3.0,N/A,N/A,https://m.media-amazon.com/images/I/41-oXeCu1dL.jpg,480,24GB GDDR6X,21000,2235,2610,336,3,1x 16-pin
Asus STRIX GAMING OC Radeon RX 5500 XT 8 GB Video Card,4.0,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/f6fcca83e635dc37dac3e9587937868e.256p.jpg,130,8GB GDDR6,14000,1607,1865,280,2,1x 8-pin
Gigabyte WINDFORCE OC Rev 2.0 Radeon RX 5600 XT 6 GB Video Card,N/A,N/A,N/A,https://static/forever/img/no-image.png,150,6GB GDDR6,14000,1247,1620,228,2,1x 8-pin
ASRock Challenger ITX Radeon RX 6600 XT 8 GB Video Card,N/A,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/9815a3d8facbd2c78af7ad99826ed482.256p.jpg,160,8GB GDDR6,N/A,1968,N/A,179,2,1x 8-pin
PowerColor Red Devil OC Radeon RX 6650 XT 8 GB Video Card,N/A,1819.67,https://www.amazon.com/dp/B09VYG2JTL?tag=pcpapi-20&linkCode=ogi&th=1&psc=1,https://m.media-amazon.com/images/I/31OPFOFzgAL.jpg,180,8GB GDDR6,N/A,2055,2694,251,2,1x 8-pin + 1x 6-pin
ASRock Phantom Gaming X Radeon RX 580 8 GB Video Card,5.0,N/A,N/A,https://cdna.pcpartpicker.com/static/forever/images/product/8f9cffb7fad0e364e025473d3db29fbf.256p.jpg,185,8GB GDDR5,8000,1257,1380,279,2,1x 8-pin
